context,target,condition,subject1,object1,object2,stim_classname,subject2
Donald Trump gave Alice a choice of gifts between a watch or a blicket. Alice picked a blicket.,Alice valued a watch more than a blicket.,incongruent,Alice,a watch,a blicket,value_subjective,Donald Trump
Donald Trump gave Alice a choice of gifts between a dax or a blicket. Alice picked a dax.,Alice valued a dax more than a blicket.,congruent,Alice,a dax,a blicket,value_subjective,Donald Trump
Donald Trump gave Alice a choice of gifts between a dax or a blicket. Alice picked a blicket.,Alice valued a blicket more than a dax.,congruent,Alice,a dax,a blicket,value_subjective,Donald Trump
Donald Trump gave Alice a choice of gifts between a dax or a blicket. Alice picked a dax.,Alice valued a blicket more than a dax.,incongruent,Alice,a dax,a blicket,value_subjective,Donald Trump
Donald Trump gave Alice a choice of gifts between a dax or a blicket. Alice picked a blicket.,Alice valued a dax more than a blicket.,incongruent,Alice,a dax,a blicket,value_subjective,Donald Trump
Mom gave Alice a choice of gifts between a thermos or a mug. Alice picked a thermos.,Alice valued a thermos more than a mug.,congruent,Alice,a thermos,a mug,value_subjective,Mom
Mom gave Alice a choice of gifts between a thermos or a mug. Alice picked a mug.,Alice valued a mug more than a thermos.,congruent,Alice,a thermos,a mug,value_subjective,Mom
Mom gave Alice a choice of gifts between a thermos or a mug. Alice picked a thermos.,Alice valued a mug more than a thermos.,incongruent,Alice,a thermos,a mug,value_subjective,Mom
Mom gave Alice a choice of gifts between a thermos or a mug. Alice picked a mug.,Alice valued a thermos more than a mug.,incongruent,Alice,a thermos,a mug,value_subjective,Mom
Mom gave Alice a choice of gifts between a thermos or a watch. Alice picked a thermos.,Alice valued a thermos more than a watch.,congruent,Alice,a thermos,a watch,value_subjective,Mom
Mom gave Alice a choice of gifts between a thermos or a watch. Alice picked a watch.,Alice valued a watch more than a thermos.,congruent,Alice,a thermos,a watch,value_subjective,Mom
Mom gave Alice a choice of gifts between a thermos or a watch. Alice picked a thermos.,Alice valued a watch more than a thermos.,incongruent,Alice,a thermos,a watch,value_subjective,Mom
Mom gave Alice a choice of gifts between a thermos or a watch. Alice picked a watch.,Alice valued a thermos more than a watch.,incongruent,Alice,a thermos,a watch,value_subjective,Mom
Mom gave Alice a choice of gifts between a thermos or a dax. Alice picked a thermos.,Alice valued a thermos more than a dax.,congruent,Alice,a thermos,a dax,value_subjective,Mom
Mom gave Alice a choice of gifts between a thermos or a dax. Alice picked a dax.,Alice valued a dax more than a thermos.,congruent,Alice,a thermos,a dax,value_subjective,Mom
Mom gave Alice a choice of gifts between a thermos or a dax. Alice picked a thermos.,Alice valued a dax more than a thermos.,incongruent,Alice,a thermos,a dax,value_subjective,Mom
Mom gave Alice a choice of gifts between a thermos or a dax. Alice picked a dax.,Alice valued a thermos more than a dax.,incongruent,Alice,a thermos,a dax,value_subjective,Mom
Mom gave Alice a choice of gifts between a thermos or a blicket. Alice picked a thermos.,Alice valued a thermos more than a blicket.,congruent,Alice,a thermos,a blicket,value_subjective,Mom
Mom gave Alice a choice of gifts between a thermos or a blicket. Alice picked a blicket.,Alice valued a blicket more than a thermos.,congruent,Alice,a thermos,a blicket,value_subjective,Mom
Mom gave Alice a choice of gifts between a thermos or a blicket. Alice picked a thermos.,Alice valued a blicket more than a thermos.,incongruent,Alice,a thermos,a blicket,value_subjective,Mom
Mom gave Alice a choice of gifts between a thermos or a blicket. Alice picked a blicket.,Alice valued a thermos more than a blicket.,incongruent,Alice,a thermos,a blicket,value_subjective,Mom
Mom gave Alice a choice of gifts between a mug or a watch. Alice picked a mug.,Alice valued a mug more than a watch.,congruent,Alice,a mug,a watch,value_subjective,Mom
Mom gave Alice a choice of gifts between a mug or a watch. Alice picked a watch.,Alice valued a watch more than a mug.,congruent,Alice,a mug,a watch,value_subjective,Mom
Mom gave Alice a choice of gifts between a mug or a watch. Alice picked a mug.,Alice valued a watch more than a mug.,incongruent,Alice,a mug,a watch,value_subjective,Mom
Mom gave Alice a choice of gifts between a mug or a watch. Alice picked a watch.,Alice valued a mug more than a watch.,incongruent,Alice,a mug,a watch,value_subjective,Mom
Mom gave Alice a choice of gifts between a mug or a dax. Alice picked a mug.,Alice valued a mug more than a dax.,congruent,Alice,a mug,a dax,value_subjective,Mom
Mom gave Alice a choice of gifts between a mug or a dax. Alice picked a dax.,Alice valued a dax more than a mug.,congruent,Alice,a mug,a dax,value_subjective,Mom
Mom gave Alice a choice of gifts between a mug or a dax. Alice picked a mug.,Alice valued a dax more than a mug.,incongruent,Alice,a mug,a dax,value_subjective,Mom
Mom gave Alice a choice of gifts between a mug or a dax. Alice picked a dax.,Alice valued a mug more than a dax.,incongruent,Alice,a mug,a dax,value_subjective,Mom
Mom gave Alice a choice of gifts between a mug or a blicket. Alice picked a mug.,Alice valued a mug more than a blicket.,congruent,Alice,a mug,a blicket,value_subjective,Mom
Mom gave Alice a choice of gifts between a mug or a blicket. Alice picked a blicket.,Alice valued a blicket more than a mug.,congruent,Alice,a mug,a blicket,value_subjective,Mom
Mom gave Alice a choice of gifts between a mug or a blicket. Alice picked a mug.,Alice valued a blicket more than a mug.,incongruent,Alice,a mug,a blicket,value_subjective,Mom
Mom gave Alice a choice of gifts between a mug or a blicket. Alice picked a blicket.,Alice valued a mug more than a blicket.,incongruent,Alice,a mug,a blicket,value_subjective,Mom
Mom gave Alice a choice of gifts between a watch or a dax. Alice picked a watch.,Alice valued a watch more than a dax.,congruent,Alice,a watch,a dax,value_subjective,Mom
Mom gave Alice a choice of gifts between a watch or a dax. Alice picked a dax.,Alice valued a dax more than a watch.,congruent,Alice,a watch,a dax,value_subjective,Mom
Mom gave Alice a choice of gifts between a watch or a dax. Alice picked a watch.,Alice valued a dax more than a watch.,incongruent,Alice,a watch,a dax,value_subjective,Mom
Mom gave Alice a choice of gifts between a watch or a dax. Alice picked a dax.,Alice valued a watch more than a dax.,incongruent,Alice,a watch,a dax,value_subjective,Mom
Mom gave Alice a choice of gifts between a watch or a blicket. Alice picked a watch.,Alice valued a watch more than a blicket.,congruent,Alice,a watch,a blicket,value_subjective,Mom
Mom gave Alice a choice of gifts between a watch or a blicket. Alice picked a blicket.,Alice valued a blicket more than a watch.,congruent,Alice,a watch,a blicket,value_subjective,Mom
Mom gave Alice a choice of gifts between a watch or a blicket. Alice picked a watch.,Alice valued a blicket more than a watch.,incongruent,Alice,a watch,a blicket,value_subjective,Mom
Mom gave Alice a choice of gifts between a watch or a blicket. Alice picked a blicket.,Alice valued a watch more than a blicket.,incongruent,Alice,a watch,a blicket,value_subjective,Mom
Mom gave Alice a choice of gifts between a dax or a blicket. Alice picked a dax.,Alice valued a dax more than a blicket.,congruent,Alice,a dax,a blicket,value_subjective,Mom
Mom gave Alice a choice of gifts between a dax or a blicket. Alice picked a blicket.,Alice valued a blicket more than a dax.,congruent,Alice,a dax,a blicket,value_subjective,Mom
Mom gave Alice a choice of gifts between a dax or a blicket. Alice picked a dax.,Alice valued a blicket more than a dax.,incongruent,Alice,a dax,a blicket,value_subjective,Mom
Mom gave Alice a choice of gifts between a dax or a blicket. Alice picked a blicket.,Alice valued a dax more than a blicket.,incongruent,Alice,a dax,a blicket,value_subjective,Mom
Dad gave Alice a choice of gifts between a thermos or a mug. Alice picked a thermos.,Alice valued a thermos more than a mug.,congruent,Alice,a thermos,a mug,value_subjective,Dad
Dad gave Alice a choice of gifts between a thermos or a mug. Alice picked a mug.,Alice valued a mug more than a thermos.,congruent,Alice,a thermos,a mug,value_subjective,Dad
Dad gave Alice a choice of gifts between a thermos or a mug. Alice picked a thermos.,Alice valued a mug more than a thermos.,incongruent,Alice,a thermos,a mug,value_subjective,Dad
Dad gave Alice a choice of gifts between a thermos or a mug. Alice picked a mug.,Alice valued a thermos more than a mug.,incongruent,Alice,a thermos,a mug,value_subjective,Dad
Dad gave Alice a choice of gifts between a thermos or a watch. Alice picked a thermos.,Alice valued a thermos more than a watch.,congruent,Alice,a thermos,a watch,value_subjective,Dad
Dad gave Alice a choice of gifts between a thermos or a watch. Alice picked a watch.,Alice valued a watch more than a thermos.,congruent,Alice,a thermos,a watch,value_subjective,Dad
Dad gave Alice a choice of gifts between a thermos or a watch. Alice picked a thermos.,Alice valued a watch more than a thermos.,incongruent,Alice,a thermos,a watch,value_subjective,Dad
Dad gave Alice a choice of gifts between a thermos or a watch. Alice picked a watch.,Alice valued a thermos more than a watch.,incongruent,Alice,a thermos,a watch,value_subjective,Dad
Dad gave Alice a choice of gifts between a thermos or a dax. Alice picked a thermos.,Alice valued a thermos more than a dax.,congruent,Alice,a thermos,a dax,value_subjective,Dad
Dad gave Alice a choice of gifts between a thermos or a dax. Alice picked a dax.,Alice valued a dax more than a thermos.,congruent,Alice,a thermos,a dax,value_subjective,Dad
Dad gave Alice a choice of gifts between a thermos or a dax. Alice picked a thermos.,Alice valued a dax more than a thermos.,incongruent,Alice,a thermos,a dax,value_subjective,Dad
Dad gave Alice a choice of gifts between a thermos or a dax. Alice picked a dax.,Alice valued a thermos more than a dax.,incongruent,Alice,a thermos,a dax,value_subjective,Dad
Dad gave Alice a choice of gifts between a thermos or a blicket. Alice picked a thermos.,Alice valued a thermos more than a blicket.,congruent,Alice,a thermos,a blicket,value_subjective,Dad
Dad gave Alice a choice of gifts between a thermos or a blicket. Alice picked a blicket.,Alice valued a blicket more than a thermos.,congruent,Alice,a thermos,a blicket,value_subjective,Dad
Dad gave Alice a choice of gifts between a thermos or a blicket. Alice picked a thermos.,Alice valued a blicket more than a thermos.,incongruent,Alice,a thermos,a blicket,value_subjective,Dad
Dad gave Alice a choice of gifts between a thermos or a blicket. Alice picked a blicket.,Alice valued a thermos more than a blicket.,incongruent,Alice,a thermos,a blicket,value_subjective,Dad
Dad gave Alice a choice of gifts between a mug or a watch. Alice picked a mug.,Alice valued a mug more than a watch.,congruent,Alice,a mug,a watch,value_subjective,Dad
Dad gave Alice a choice of gifts between a mug or a watch. Alice picked a watch.,Alice valued a watch more than a mug.,congruent,Alice,a mug,a watch,value_subjective,Dad
Dad gave Alice a choice of gifts between a mug or a watch. Alice picked a mug.,Alice valued a watch more than a mug.,incongruent,Alice,a mug,a watch,value_subjective,Dad
Dad gave Alice a choice of gifts between a mug or a watch. Alice picked a watch.,Alice valued a mug more than a watch.,incongruent,Alice,a mug,a watch,value_subjective,Dad
Dad gave Alice a choice of gifts between a mug or a dax. Alice picked a mug.,Alice valued a mug more than a dax.,congruent,Alice,a mug,a dax,value_subjective,Dad
Dad gave Alice a choice of gifts between a mug or a dax. Alice picked a dax.,Alice valued a dax more than a mug.,congruent,Alice,a mug,a dax,value_subjective,Dad
Dad gave Alice a choice of gifts between a mug or a dax. Alice picked a mug.,Alice valued a dax more than a mug.,incongruent,Alice,a mug,a dax,value_subjective,Dad
Dad gave Alice a choice of gifts between a mug or a dax. Alice picked a dax.,Alice valued a mug more than a dax.,incongruent,Alice,a mug,a dax,value_subjective,Dad
Dad gave Alice a choice of gifts between a mug or a blicket. Alice picked a mug.,Alice valued a mug more than a blicket.,congruent,Alice,a mug,a blicket,value_subjective,Dad
Dad gave Alice a choice of gifts between a mug or a blicket. Alice picked a blicket.,Alice valued a blicket more than a mug.,congruent,Alice,a mug,a blicket,value_subjective,Dad
Dad gave Alice a choice of gifts between a mug or a blicket. Alice picked a mug.,Alice valued a blicket more than a mug.,incongruent,Alice,a mug,a blicket,value_subjective,Dad
Dad gave Alice a choice of gifts between a mug or a blicket. Alice picked a blicket.,Alice valued a mug more than a blicket.,incongruent,Alice,a mug,a blicket,value_subjective,Dad
Dad gave Alice a choice of gifts between a watch or a dax. Alice picked a watch.,Alice valued a watch more than a dax.,congruent,Alice,a watch,a dax,value_subjective,Dad
Dad gave Alice a choice of gifts between a watch or a dax. Alice picked a dax.,Alice valued a dax more than a watch.,congruent,Alice,a watch,a dax,value_subjective,Dad
Dad gave Alice a choice of gifts between a watch or a dax. Alice picked a watch.,Alice valued a dax more than a watch.,incongruent,Alice,a watch,a dax,value_subjective,Dad
Dad gave Alice a choice of gifts between a watch or a dax. Alice picked a dax.,Alice valued a watch more than a dax.,incongruent,Alice,a watch,a dax,value_subjective,Dad
Dad gave Alice a choice of gifts between a watch or a blicket. Alice picked a watch.,Alice valued a watch more than a blicket.,congruent,Alice,a watch,a blicket,value_subjective,Dad
Dad gave Alice a choice of gifts between a watch or a blicket. Alice picked a blicket.,Alice valued a blicket more than a watch.,congruent,Alice,a watch,a blicket,value_subjective,Dad
Dad gave Alice a choice of gifts between a watch or a blicket. Alice picked a watch.,Alice valued a blicket more than a watch.,incongruent,Alice,a watch,a blicket,value_subjective,Dad
Dad gave Alice a choice of gifts between a watch or a blicket. Alice picked a blicket.,Alice valued a watch more than a blicket.,incongruent,Alice,a watch,a blicket,value_subjective,Dad
Dad gave Alice a choice of gifts between a dax or a blicket. Alice picked a dax.,Alice valued a dax more than a blicket.,congruent,Alice,a dax,a blicket,value_subjective,Dad
Dad gave Alice a choice of gifts between a dax or a blicket. Alice picked a blicket.,Alice valued a blicket more than a dax.,congruent,Alice,a dax,a blicket,value_subjective,Dad
Dad gave Alice a choice of gifts between a dax or a blicket. Alice picked a dax.,Alice valued a blicket more than a dax.,incongruent,Alice,a dax,a blicket,value_subjective,Dad
Dad gave Alice a choice of gifts between a dax or a blicket. Alice picked a blicket.,Alice valued a dax more than a blicket.,incongruent,Alice,a dax,a blicket,value_subjective,Dad
Donald Trump gave Barack Obama a choice of gifts between a thermos or a mug. Barack Obama picked a thermos.,Barack Obama valued a thermos more than a mug.,congruent,Barack Obama,a thermos,a mug,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a thermos or a mug. Barack Obama picked a mug.,Barack Obama valued a mug more than a thermos.,congruent,Barack Obama,a thermos,a mug,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a thermos or a mug. Barack Obama picked a thermos.,Barack Obama valued a mug more than a thermos.,incongruent,Barack Obama,a thermos,a mug,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a thermos or a mug. Barack Obama picked a mug.,Barack Obama valued a thermos more than a mug.,incongruent,Barack Obama,a thermos,a mug,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a thermos or a watch. Barack Obama picked a thermos.,Barack Obama valued a thermos more than a watch.,congruent,Barack Obama,a thermos,a watch,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a thermos or a watch. Barack Obama picked a watch.,Barack Obama valued a watch more than a thermos.,congruent,Barack Obama,a thermos,a watch,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a thermos or a watch. Barack Obama picked a thermos.,Barack Obama valued a watch more than a thermos.,incongruent,Barack Obama,a thermos,a watch,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a thermos or a watch. Barack Obama picked a watch.,Barack Obama valued a thermos more than a watch.,incongruent,Barack Obama,a thermos,a watch,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a thermos or a dax. Barack Obama picked a thermos.,Barack Obama valued a thermos more than a dax.,congruent,Barack Obama,a thermos,a dax,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a thermos or a dax. Barack Obama picked a dax.,Barack Obama valued a dax more than a thermos.,congruent,Barack Obama,a thermos,a dax,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a thermos or a dax. Barack Obama picked a thermos.,Barack Obama valued a dax more than a thermos.,incongruent,Barack Obama,a thermos,a dax,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a thermos or a dax. Barack Obama picked a dax.,Barack Obama valued a thermos more than a dax.,incongruent,Barack Obama,a thermos,a dax,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a thermos or a blicket. Barack Obama picked a thermos.,Barack Obama valued a thermos more than a blicket.,congruent,Barack Obama,a thermos,a blicket,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a thermos or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a thermos.,congruent,Barack Obama,a thermos,a blicket,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a thermos or a blicket. Barack Obama picked a thermos.,Barack Obama valued a blicket more than a thermos.,incongruent,Barack Obama,a thermos,a blicket,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a thermos or a blicket. Barack Obama picked a blicket.,Barack Obama valued a thermos more than a blicket.,incongruent,Barack Obama,a thermos,a blicket,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a mug.,Barack Obama valued a mug more than a watch.,congruent,Barack Obama,a mug,a watch,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a watch.,Barack Obama valued a watch more than a mug.,congruent,Barack Obama,a mug,a watch,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a mug.,Barack Obama valued a watch more than a mug.,incongruent,Barack Obama,a mug,a watch,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a watch.,Barack Obama valued a mug more than a watch.,incongruent,Barack Obama,a mug,a watch,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a mug.,Barack Obama valued a mug more than a dax.,congruent,Barack Obama,a mug,a dax,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a dax.,Barack Obama valued a dax more than a mug.,congruent,Barack Obama,a mug,a dax,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a mug.,Barack Obama valued a dax more than a mug.,incongruent,Barack Obama,a mug,a dax,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a dax.,Barack Obama valued a mug more than a dax.,incongruent,Barack Obama,a mug,a dax,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a mug.,Barack Obama valued a mug more than a blicket.,congruent,Barack Obama,a mug,a blicket,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a mug.,congruent,Barack Obama,a mug,a blicket,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a mug.,Barack Obama valued a blicket more than a mug.,incongruent,Barack Obama,a mug,a blicket,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a blicket.,Barack Obama valued a mug more than a blicket.,incongruent,Barack Obama,a mug,a blicket,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a watch.,Barack Obama valued a watch more than a dax.,congruent,Barack Obama,a watch,a dax,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a dax.,Barack Obama valued a dax more than a watch.,congruent,Barack Obama,a watch,a dax,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a watch.,Barack Obama valued a dax more than a watch.,incongruent,Barack Obama,a watch,a dax,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a dax.,Barack Obama valued a watch more than a dax.,incongruent,Barack Obama,a watch,a dax,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a watch.,Barack Obama valued a watch more than a blicket.,congruent,Barack Obama,a watch,a blicket,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a watch.,congruent,Barack Obama,a watch,a blicket,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a watch.,Barack Obama valued a blicket more than a watch.,incongruent,Barack Obama,a watch,a blicket,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a blicket.,Barack Obama valued a watch more than a blicket.,incongruent,Barack Obama,a watch,a blicket,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a dax.,Barack Obama valued a dax more than a blicket.,congruent,Barack Obama,a dax,a blicket,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a dax.,congruent,Barack Obama,a dax,a blicket,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a dax.,Barack Obama valued a blicket more than a dax.,incongruent,Barack Obama,a dax,a blicket,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a blicket.,Barack Obama valued a dax more than a blicket.,incongruent,Barack Obama,a dax,a blicket,value_subjective,Donald Trump
Mom gave Barack Obama a choice of gifts between a thermos or a mug. Barack Obama picked a thermos.,Barack Obama valued a thermos more than a mug.,congruent,Barack Obama,a thermos,a mug,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a mug. Barack Obama picked a mug.,Barack Obama valued a mug more than a thermos.,congruent,Barack Obama,a thermos,a mug,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a mug. Barack Obama picked a thermos.,Barack Obama valued a mug more than a thermos.,incongruent,Barack Obama,a thermos,a mug,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a mug. Barack Obama picked a mug.,Barack Obama valued a thermos more than a mug.,incongruent,Barack Obama,a thermos,a mug,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a watch. Barack Obama picked a thermos.,Barack Obama valued a thermos more than a watch.,congruent,Barack Obama,a thermos,a watch,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a watch. Barack Obama picked a watch.,Barack Obama valued a watch more than a thermos.,congruent,Barack Obama,a thermos,a watch,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a watch. Barack Obama picked a thermos.,Barack Obama valued a watch more than a thermos.,incongruent,Barack Obama,a thermos,a watch,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a watch. Barack Obama picked a watch.,Barack Obama valued a thermos more than a watch.,incongruent,Barack Obama,a thermos,a watch,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a dax. Barack Obama picked a thermos.,Barack Obama valued a thermos more than a dax.,congruent,Barack Obama,a thermos,a dax,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a dax. Barack Obama picked a dax.,Barack Obama valued a dax more than a thermos.,congruent,Barack Obama,a thermos,a dax,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a dax. Barack Obama picked a thermos.,Barack Obama valued a dax more than a thermos.,incongruent,Barack Obama,a thermos,a dax,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a dax. Barack Obama picked a dax.,Barack Obama valued a thermos more than a dax.,incongruent,Barack Obama,a thermos,a dax,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a blicket. Barack Obama picked a thermos.,Barack Obama valued a thermos more than a blicket.,congruent,Barack Obama,a thermos,a blicket,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a thermos.,congruent,Barack Obama,a thermos,a blicket,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a blicket. Barack Obama picked a thermos.,Barack Obama valued a blicket more than a thermos.,incongruent,Barack Obama,a thermos,a blicket,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a blicket. Barack Obama picked a blicket.,Barack Obama valued a thermos more than a blicket.,incongruent,Barack Obama,a thermos,a blicket,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a mug.,Barack Obama valued a mug more than a watch.,congruent,Barack Obama,a mug,a watch,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a watch.,Barack Obama valued a watch more than a mug.,congruent,Barack Obama,a mug,a watch,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a mug.,Barack Obama valued a watch more than a mug.,incongruent,Barack Obama,a mug,a watch,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a watch.,Barack Obama valued a mug more than a watch.,incongruent,Barack Obama,a mug,a watch,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a mug.,Barack Obama valued a mug more than a dax.,congruent,Barack Obama,a mug,a dax,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a dax.,Barack Obama valued a dax more than a mug.,congruent,Barack Obama,a mug,a dax,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a mug.,Barack Obama valued a dax more than a mug.,incongruent,Barack Obama,a mug,a dax,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a dax.,Barack Obama valued a mug more than a dax.,incongruent,Barack Obama,a mug,a dax,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a mug.,Barack Obama valued a mug more than a blicket.,congruent,Barack Obama,a mug,a blicket,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a mug.,congruent,Barack Obama,a mug,a blicket,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a mug.,Barack Obama valued a blicket more than a mug.,incongruent,Barack Obama,a mug,a blicket,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a blicket.,Barack Obama valued a mug more than a blicket.,incongruent,Barack Obama,a mug,a blicket,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a watch.,Barack Obama valued a watch more than a dax.,congruent,Barack Obama,a watch,a dax,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a dax.,Barack Obama valued a dax more than a watch.,congruent,Barack Obama,a watch,a dax,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a watch.,Barack Obama valued a dax more than a watch.,incongruent,Barack Obama,a watch,a dax,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a dax.,Barack Obama valued a watch more than a dax.,incongruent,Barack Obama,a watch,a dax,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a watch.,Barack Obama valued a watch more than a blicket.,congruent,Barack Obama,a watch,a blicket,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a watch.,congruent,Barack Obama,a watch,a blicket,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a watch.,Barack Obama valued a blicket more than a watch.,incongruent,Barack Obama,a watch,a blicket,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a blicket.,Barack Obama valued a watch more than a blicket.,incongruent,Barack Obama,a watch,a blicket,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a dax.,Barack Obama valued a dax more than a blicket.,congruent,Barack Obama,a dax,a blicket,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a dax.,congruent,Barack Obama,a dax,a blicket,value_subjective,Mom
